interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,ontario,ontario_northeast,ontario_northwest,ontario_southwest,ontario_southeast
2025-09-27 18:00:00-05:00,2025-09-27 23:00:00+00:00,2025-09-27 19:00:00-05:00,2025-09-28 00:00:00+00:00,2025-09-27 12:24:23-05:00,2025-09-27 17:24:23+00:00,17558.0,1353.0,553.0,5995.0,9657.0
2025-09-27 19:00:00-05:00,2025-09-28 00:00:00+00:00,2025-09-27 20:00:00-05:00,2025-09-28 01:00:00+00:00,2025-09-27 12:24:23-05:00,2025-09-27 17:24:23+00:00,17135.0,1365.0,555.0,5827.0,9388.0
2025-09-27 20:00:00-05:00,2025-09-28 01:00:00+00:00,2025-09-27 21:00:00-05:00,2025-09-28 02:00:00+00:00,2025-09-27 12:24:23-05:00,2025-09-27 17:24:23+00:00,16501.0,1341.0,550.0,5597.0,9013.0
2025-09-27 21:00:00-05:00,2025-09-28 02:00:00+00:00,2025-09-27 22:00:00-05:00,2025-09-28 03:00:00+00:00,2025-09-27 12:24:23-05:00,2025-09-27 17:24:23+00:00,15743.0,1325.0,535.0,5343.0,8540.0
2025-09-27 22:00:00-05:00,2025-09-28 03:00:00+00:00,2025-09-27 23:00:00-05:00,2025-09-28 04:00:00+00:00,2025-09-27 12:24:23-05:00,2025-09-27 17:24:23+00:00,14917.0,1294.0,521.0,5074.0,8028.0
2025-09-27 23:00:00-05:00,2025-09-28 04:00:00+00:00,2025-09-28 00:00:00-05:00,2025-09-28 05:00:00+00:00,2025-09-27 12:24:23-05:00,2025-09-27 17:24:23+00:00,14169.0,1268.0,511.0,4833.0,7557.0
2025-09-28 00:00:00-05:00,2025-09-28 05:00:00+00:00,2025-09-28 01:00:00-05:00,2025-09-28 06:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,13484.0,1225.0,484.0,4656.0,7119.0
2025-09-28 01:00:00-05:00,2025-09-28 06:00:00+00:00,2025-09-28 02:00:00-05:00,2025-09-28 07:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,13051.0,1199.0,478.0,4597.0,6777.0
2025-09-28 02:00:00-05:00,2025-09-28 07:00:00+00:00,2025-09-28 03:00:00-05:00,2025-09-28 08:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,12752.0,1176.0,471.0,4519.0,6586.0
2025-09-28 03:00:00-05:00,2025-09-28 08:00:00+00:00,2025-09-28 04:00:00-05:00,2025-09-28 09:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,12478.0,1127.0,474.0,4445.0,6432.0
2025-09-28 04:00:00-05:00,2025-09-28 09:00:00+00:00,2025-09-28 05:00:00-05:00,2025-09-28 10:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,12470.0,1102.0,468.0,4454.0,6446.0
2025-09-28 05:00:00-05:00,2025-09-28 10:00:00+00:00,2025-09-28 06:00:00-05:00,2025-09-28 11:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,12690.0,1107.0,462.0,4517.0,6604.0
2025-09-28 06:00:00-05:00,2025-09-28 11:00:00+00:00,2025-09-28 07:00:00-05:00,2025-09-28 12:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,13413.0,1145.0,459.0,4698.0,6791.0
2025-09-28 07:00:00-05:00,2025-09-28 12:00:00+00:00,2025-09-28 08:00:00-05:00,2025-09-28 13:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,14042.0,1174.0,474.0,4902.0,7180.0
2025-09-28 08:00:00-05:00,2025-09-28 13:00:00+00:00,2025-09-28 09:00:00-05:00,2025-09-28 14:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,14351.0,1188.0,483.0,5135.0,7545.0
2025-09-28 09:00:00-05:00,2025-09-28 14:00:00+00:00,2025-09-28 10:00:00-05:00,2025-09-28 15:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,14873.0,1195.0,490.0,5297.0,7891.0
2025-09-28 10:00:00-05:00,2025-09-28 15:00:00+00:00,2025-09-28 11:00:00-05:00,2025-09-28 16:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,15368.0,1202.0,490.0,5443.0,8233.0
2025-09-28 11:00:00-05:00,2025-09-28 16:00:00+00:00,2025-09-28 12:00:00-05:00,2025-09-28 17:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,15839.0,1211.0,493.0,5588.0,8547.0
2025-09-28 12:00:00-05:00,2025-09-28 17:00:00+00:00,2025-09-28 13:00:00-05:00,2025-09-28 18:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,16238.0,1229.0,491.0,5750.0,8768.0
2025-09-28 13:00:00-05:00,2025-09-28 18:00:00+00:00,2025-09-28 14:00:00-05:00,2025-09-28 19:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,16314.0,1218.0,468.0,5826.0,8802.0
2025-09-28 14:00:00-05:00,2025-09-28 19:00:00+00:00,2025-09-28 15:00:00-05:00,2025-09-28 20:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,17187.0,1245.0,479.0,6011.0,9065.0
2025-09-28 15:00:00-05:00,2025-09-28 20:00:00+00:00,2025-09-28 16:00:00-05:00,2025-09-28 21:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,17985.0,1276.0,489.0,6328.0,9479.0
2025-09-28 16:00:00-05:00,2025-09-28 21:00:00+00:00,2025-09-28 17:00:00-05:00,2025-09-28 22:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,18395.0,1318.0,514.0,6559.0,10004.0
2025-09-28 17:00:00-05:00,2025-09-28 22:00:00+00:00,2025-09-28 18:00:00-05:00,2025-09-28 23:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,18388.0,1330.0,523.0,6481.0,10054.0
2025-09-28 18:00:00-05:00,2025-09-28 23:00:00+00:00,2025-09-28 19:00:00-05:00,2025-09-29 00:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,18396.0,1353.0,531.0,6424.0,10088.0
2025-09-28 19:00:00-05:00,2025-09-29 00:00:00+00:00,2025-09-28 20:00:00-05:00,2025-09-29 01:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,18095.0,1366.0,552.0,6288.0,9889.0
2025-09-28 20:00:00-05:00,2025-09-29 01:00:00+00:00,2025-09-28 21:00:00-05:00,2025-09-29 02:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,17186.0,1318.0,541.0,5957.0,9370.0
2025-09-28 21:00:00-05:00,2025-09-29 02:00:00+00:00,2025-09-28 22:00:00-05:00,2025-09-29 03:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,16179.0,1273.0,527.0,5643.0,8736.0
2025-09-28 22:00:00-05:00,2025-09-29 03:00:00+00:00,2025-09-28 23:00:00-05:00,2025-09-29 04:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,15223.0,1250.0,510.0,5371.0,8092.0
2025-09-28 23:00:00-05:00,2025-09-29 04:00:00+00:00,2025-09-29 00:00:00-05:00,2025-09-29 05:00:00+00:00,2025-09-28 12:24:19-05:00,2025-09-28 17:24:19+00:00,14324.0,1206.0,494.0,5069.0,7555.0
2025-09-29 00:00:00-05:00,2025-09-29 05:00:00+00:00,2025-09-29 01:00:00-05:00,2025-09-29 06:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,13074.0,1193.0,454.0,4518.0,6909.0
2025-09-29 01:00:00-05:00,2025-09-29 06:00:00+00:00,2025-09-29 02:00:00-05:00,2025-09-29 07:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,12751.0,1188.0,449.0,4472.0,6642.0
2025-09-29 02:00:00-05:00,2025-09-29 07:00:00+00:00,2025-09-29 03:00:00-05:00,2025-09-29 08:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,12518.0,1176.0,443.0,4421.0,6478.0
2025-09-29 03:00:00-05:00,2025-09-29 08:00:00+00:00,2025-09-29 04:00:00-05:00,2025-09-29 09:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,12577.0,1173.0,446.0,4471.0,6487.0
2025-09-29 04:00:00-05:00,2025-09-29 09:00:00+00:00,2025-09-29 05:00:00-05:00,2025-09-29 10:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,12880.0,1112.0,423.0,4674.0,6671.0
2025-09-29 05:00:00-05:00,2025-09-29 10:00:00+00:00,2025-09-29 06:00:00-05:00,2025-09-29 11:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,14779.0,1135.0,434.0,5099.0,7424.0
2025-09-29 06:00:00-05:00,2025-09-29 11:00:00+00:00,2025-09-29 07:00:00-05:00,2025-09-29 12:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,15463.0,1184.0,448.0,5620.0,8211.0
2025-09-29 07:00:00-05:00,2025-09-29 12:00:00+00:00,2025-09-29 08:00:00-05:00,2025-09-29 13:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,15838.0,1172.0,472.0,5784.0,8410.0
2025-09-29 08:00:00-05:00,2025-09-29 13:00:00+00:00,2025-09-29 09:00:00-05:00,2025-09-29 14:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,16039.0,1153.0,468.0,5824.0,8594.0
2025-09-29 09:00:00-05:00,2025-09-29 14:00:00+00:00,2025-09-29 10:00:00-05:00,2025-09-29 15:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,16026.0,1114.0,455.0,5779.0,8678.0
2025-09-29 10:00:00-05:00,2025-09-29 15:00:00+00:00,2025-09-29 11:00:00-05:00,2025-09-29 16:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,16174.0,1105.0,448.0,5810.0,8811.0
2025-09-29 11:00:00-05:00,2025-09-29 16:00:00+00:00,2025-09-29 12:00:00-05:00,2025-09-29 17:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,16366.0,1092.0,445.0,5851.0,8978.0
2025-09-29 12:00:00-05:00,2025-09-29 17:00:00+00:00,2025-09-29 13:00:00-05:00,2025-09-29 18:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,16731.0,1106.0,459.0,5967.0,9199.0
2025-09-29 13:00:00-05:00,2025-09-29 18:00:00+00:00,2025-09-29 14:00:00-05:00,2025-09-29 19:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,17031.0,1129.0,460.0,6049.0,9395.0
2025-09-29 14:00:00-05:00,2025-09-29 19:00:00+00:00,2025-09-29 15:00:00-05:00,2025-09-29 20:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,17975.0,1136.0,464.0,6232.0,9697.0
2025-09-29 15:00:00-05:00,2025-09-29 20:00:00+00:00,2025-09-29 16:00:00-05:00,2025-09-29 21:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,18808.0,1210.0,474.0,6524.0,10215.0
2025-09-29 16:00:00-05:00,2025-09-29 21:00:00+00:00,2025-09-29 17:00:00-05:00,2025-09-29 22:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,19190.0,1251.0,489.0,6794.0,10656.0
2025-09-29 17:00:00-05:00,2025-09-29 22:00:00+00:00,2025-09-29 18:00:00-05:00,2025-09-29 23:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,19392.0,1284.0,497.0,6848.0,10763.0
2025-09-29 18:00:00-05:00,2025-09-29 23:00:00+00:00,2025-09-29 19:00:00-05:00,2025-09-30 00:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,19351.0,1325.0,511.0,6799.0,10716.0
2025-09-29 19:00:00-05:00,2025-09-30 00:00:00+00:00,2025-09-29 20:00:00-05:00,2025-09-30 01:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,18893.0,1332.0,522.0,6616.0,10423.0
2025-09-29 20:00:00-05:00,2025-09-30 01:00:00+00:00,2025-09-29 21:00:00-05:00,2025-09-30 02:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,18038.0,1329.0,514.0,6310.0,9885.0
2025-09-29 21:00:00-05:00,2025-09-30 02:00:00+00:00,2025-09-29 22:00:00-05:00,2025-09-30 03:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,16854.0,1281.0,517.0,5916.0,9140.0
2025-09-29 22:00:00-05:00,2025-09-30 03:00:00+00:00,2025-09-29 23:00:00-05:00,2025-09-30 04:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,15707.0,1256.0,494.0,5542.0,8415.0
2025-09-29 23:00:00-05:00,2025-09-30 04:00:00+00:00,2025-09-30 00:00:00-05:00,2025-09-30 05:00:00+00:00,2025-09-29 12:24:35-05:00,2025-09-29 17:24:35+00:00,14738.0,1228.0,476.0,5220.0,7814.0
2025-09-30 00:00:00-05:00,2025-09-30 05:00:00+00:00,2025-09-30 01:00:00-05:00,2025-09-30 06:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,13810.0,1164.0,454.0,4981.0,7211.0
2025-09-30 01:00:00-05:00,2025-09-30 06:00:00+00:00,2025-09-30 02:00:00-05:00,2025-09-30 07:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,13179.0,1147.0,495.0,4732.0,6805.0
2025-09-30 02:00:00-05:00,2025-09-30 07:00:00+00:00,2025-09-30 03:00:00-05:00,2025-09-30 08:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,13007.0,1140.0,486.0,4702.0,6679.0
2025-09-30 03:00:00-05:00,2025-09-30 08:00:00+00:00,2025-09-30 04:00:00-05:00,2025-09-30 09:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,12965.0,1129.0,481.0,4711.0,6644.0
2025-09-30 04:00:00-05:00,2025-09-30 09:00:00+00:00,2025-09-30 05:00:00-05:00,2025-09-30 10:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,13826.0,1105.0,474.0,4815.0,6885.0
2025-09-30 05:00:00-05:00,2025-09-30 10:00:00+00:00,2025-09-30 06:00:00-05:00,2025-09-30 11:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,14936.0,1139.0,474.0,5173.0,7550.0
2025-09-30 06:00:00-05:00,2025-09-30 11:00:00+00:00,2025-09-30 07:00:00-05:00,2025-09-30 12:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15507.0,1197.0,448.0,5632.0,8230.0
2025-09-30 07:00:00-05:00,2025-09-30 12:00:00+00:00,2025-09-30 08:00:00-05:00,2025-09-30 13:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15856.0,1208.0,474.0,5760.0,8414.0
2025-09-30 08:00:00-05:00,2025-09-30 13:00:00+00:00,2025-09-30 09:00:00-05:00,2025-09-30 14:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15537.0,1195.0,478.0,5619.0,8245.0
2025-09-30 09:00:00-05:00,2025-09-30 14:00:00+00:00,2025-09-30 10:00:00-05:00,2025-09-30 15:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15390.0,1154.0,458.0,5513.0,8265.0
2025-09-30 10:00:00-05:00,2025-09-30 15:00:00+00:00,2025-09-30 11:00:00-05:00,2025-09-30 16:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15515.0,1139.0,445.0,5536.0,8395.0
2025-09-30 11:00:00-05:00,2025-09-30 16:00:00+00:00,2025-09-30 12:00:00-05:00,2025-09-30 17:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15840.0,1157.0,450.0,5619.0,8614.0
2025-09-30 12:00:00-05:00,2025-09-30 17:00:00+00:00,2025-09-30 13:00:00-05:00,2025-09-30 18:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,16239.0,1195.0,457.0,5785.0,8802.0
2025-09-30 13:00:00-05:00,2025-09-30 18:00:00+00:00,2025-09-30 14:00:00-05:00,2025-09-30 19:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,16645.0,1215.0,467.0,5950.0,9013.0
2025-09-30 14:00:00-05:00,2025-09-30 19:00:00+00:00,2025-09-30 15:00:00-05:00,2025-09-30 20:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,16949.0,1212.0,464.0,6079.0,9194.0
2025-09-30 15:00:00-05:00,2025-09-30 20:00:00+00:00,2025-09-30 16:00:00-05:00,2025-09-30 21:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,17301.0,1214.0,460.0,6213.0,9414.0
2025-09-30 16:00:00-05:00,2025-09-30 21:00:00+00:00,2025-09-30 17:00:00-05:00,2025-09-30 22:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,17753.0,1226.0,461.0,6347.0,9719.0
2025-09-30 17:00:00-05:00,2025-09-30 22:00:00+00:00,2025-09-30 18:00:00-05:00,2025-09-30 23:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,17865.0,1243.0,468.0,6384.0,9770.0
2025-09-30 18:00:00-05:00,2025-09-30 23:00:00+00:00,2025-09-30 19:00:00-05:00,2025-10-01 00:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,17863.0,1280.0,516.0,6309.0,9758.0
2025-09-30 19:00:00-05:00,2025-10-01 00:00:00+00:00,2025-09-30 20:00:00-05:00,2025-10-01 01:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,17772.0,1281.0,529.0,6257.0,9705.0
2025-09-30 20:00:00-05:00,2025-10-01 01:00:00+00:00,2025-09-30 21:00:00-05:00,2025-10-01 02:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,16987.0,1265.0,524.0,5984.0,9214.0
2025-09-30 21:00:00-05:00,2025-10-01 02:00:00+00:00,2025-09-30 22:00:00-05:00,2025-10-01 03:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,15977.0,1224.0,513.0,5678.0,8562.0
2025-09-30 22:00:00-05:00,2025-10-01 03:00:00+00:00,2025-09-30 23:00:00-05:00,2025-10-01 04:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,14886.0,1186.0,499.0,5307.0,7894.0
2025-09-30 23:00:00-05:00,2025-10-01 04:00:00+00:00,2025-10-01 00:00:00-05:00,2025-10-01 05:00:00+00:00,2025-09-30 12:24:14-05:00,2025-09-30 17:24:14+00:00,14007.0,1153.0,479.0,5010.0,7365.0
2025-10-01 00:00:00-05:00,2025-10-01 05:00:00+00:00,2025-10-01 01:00:00-05:00,2025-10-01 06:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,13011.0,1135.0,422.0,4675.0,6779.0
2025-10-01 01:00:00-05:00,2025-10-01 06:00:00+00:00,2025-10-01 02:00:00-05:00,2025-10-01 07:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,12678.0,1116.0,416.0,4607.0,6539.0
2025-10-01 02:00:00-05:00,2025-10-01 07:00:00+00:00,2025-10-01 03:00:00-05:00,2025-10-01 08:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,12783.0,1234.0,481.0,4675.0,6393.0
2025-10-01 03:00:00-05:00,2025-10-01 08:00:00+00:00,2025-10-01 04:00:00-05:00,2025-10-01 09:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,12680.0,1195.0,470.0,4632.0,6383.0
2025-10-01 04:00:00-05:00,2025-10-01 09:00:00+00:00,2025-10-01 05:00:00-05:00,2025-10-01 10:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,13681.0,1174.0,460.0,4818.0,6667.0
2025-10-01 05:00:00-05:00,2025-10-01 10:00:00+00:00,2025-10-01 06:00:00-05:00,2025-10-01 11:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14891.0,1214.0,469.0,5173.0,7385.0
2025-10-01 06:00:00-05:00,2025-10-01 11:00:00+00:00,2025-10-01 07:00:00-05:00,2025-10-01 12:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,15539.0,1257.0,478.0,5659.0,8145.0
2025-10-01 07:00:00-05:00,2025-10-01 12:00:00+00:00,2025-10-01 08:00:00-05:00,2025-10-01 13:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,15643.0,1241.0,484.0,5703.0,8215.0
2025-10-01 08:00:00-05:00,2025-10-01 13:00:00+00:00,2025-10-01 09:00:00-05:00,2025-10-01 14:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,15191.0,1181.0,457.0,5525.0,8028.0
2025-10-01 09:00:00-05:00,2025-10-01 14:00:00+00:00,2025-10-01 10:00:00-05:00,2025-10-01 15:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14860.0,1143.0,441.0,5262.0,8014.0
2025-10-01 10:00:00-05:00,2025-10-01 15:00:00+00:00,2025-10-01 11:00:00-05:00,2025-10-01 16:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14833.0,1145.0,432.0,5165.0,8091.0
2025-10-01 11:00:00-05:00,2025-10-01 16:00:00+00:00,2025-10-01 12:00:00-05:00,2025-10-01 17:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14710.0,1112.0,421.0,5095.0,8082.0
2025-10-01 12:00:00-05:00,2025-10-01 17:00:00+00:00,2025-10-01 13:00:00-05:00,2025-10-01 18:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14775.0,1127.0,417.0,5139.0,8092.0
2025-10-01 13:00:00-05:00,2025-10-01 18:00:00+00:00,2025-10-01 14:00:00-05:00,2025-10-01 19:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14895.0,1122.0,414.0,5196.0,8163.0
2025-10-01 14:00:00-05:00,2025-10-01 19:00:00+00:00,2025-10-01 15:00:00-05:00,2025-10-01 20:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,15182.0,1153.0,418.0,5287.0,8324.0
2025-10-01 15:00:00-05:00,2025-10-01 20:00:00+00:00,2025-10-01 16:00:00-05:00,2025-10-01 21:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,16064.0,1195.0,428.0,5477.0,8640.0
2025-10-01 16:00:00-05:00,2025-10-01 21:00:00+00:00,2025-10-01 17:00:00-05:00,2025-10-01 22:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,16385.0,1220.0,441.0,5719.0,9005.0
2025-10-01 17:00:00-05:00,2025-10-01 22:00:00+00:00,2025-10-01 18:00:00-05:00,2025-10-01 23:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,16758.0,1243.0,449.0,5871.0,9195.0
2025-10-01 18:00:00-05:00,2025-10-01 23:00:00+00:00,2025-10-01 19:00:00-05:00,2025-10-02 00:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,17049.0,1289.0,482.0,5939.0,9339.0
2025-10-01 19:00:00-05:00,2025-10-02 00:00:00+00:00,2025-10-01 20:00:00-05:00,2025-10-02 01:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,16763.0,1294.0,503.0,5823.0,9143.0
2025-10-01 20:00:00-05:00,2025-10-02 01:00:00+00:00,2025-10-01 21:00:00-05:00,2025-10-02 02:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,16127.0,1289.0,517.0,5576.0,8745.0
2025-10-01 21:00:00-05:00,2025-10-02 02:00:00+00:00,2025-10-01 22:00:00-05:00,2025-10-02 03:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,15169.0,1254.0,512.0,5257.0,8146.0
2025-10-01 22:00:00-05:00,2025-10-02 03:00:00+00:00,2025-10-01 23:00:00-05:00,2025-10-02 04:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,14227.0,1231.0,495.0,4951.0,7550.0
2025-10-01 23:00:00-05:00,2025-10-02 04:00:00+00:00,2025-10-02 00:00:00-05:00,2025-10-02 05:00:00+00:00,2025-10-01 12:24:12-05:00,2025-10-01 17:24:12+00:00,13446.0,1203.0,479.0,4710.0,7054.0
2025-10-02 00:00:00-05:00,2025-10-02 05:00:00+00:00,2025-10-02 01:00:00-05:00,2025-10-02 06:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,12859.0,1205.0,492.0,4533.0,6629.0
2025-10-02 01:00:00-05:00,2025-10-02 06:00:00+00:00,2025-10-02 02:00:00-05:00,2025-10-02 07:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,12649.0,1195.0,477.0,4553.0,6424.0
2025-10-02 02:00:00-05:00,2025-10-02 07:00:00+00:00,2025-10-02 03:00:00-05:00,2025-10-02 08:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,12534.0,1178.0,466.0,4520.0,6370.0
2025-10-02 03:00:00-05:00,2025-10-02 08:00:00+00:00,2025-10-02 04:00:00-05:00,2025-10-02 09:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,12530.0,1159.0,464.0,4537.0,6370.0
2025-10-02 04:00:00-05:00,2025-10-02 09:00:00+00:00,2025-10-02 05:00:00-05:00,2025-10-02 10:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,13543.0,1148.0,464.0,4725.0,6638.0
2025-10-02 05:00:00-05:00,2025-10-02 10:00:00+00:00,2025-10-02 06:00:00-05:00,2025-10-02 11:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,14697.0,1195.0,466.0,5108.0,7339.0
2025-10-02 06:00:00-05:00,2025-10-02 11:00:00+00:00,2025-10-02 07:00:00-05:00,2025-10-02 12:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,15364.0,1250.0,453.0,5575.0,8086.0
2025-10-02 07:00:00-05:00,2025-10-02 12:00:00+00:00,2025-10-02 08:00:00-05:00,2025-10-02 13:00:00+00:00,2025-10-02 12:24:24-05:00,2025-10-02 17:24:24+00:00,15587.0,1254.0,470.0,5676.0,8187.0
